"region","population","sex","age","education","income","statusquo","vote","logpop","loginc"
"C",15000,"M",70,"P",15000,1.5877,"Y",9.61580548008435,9.61580548008435
"C",15000,"F",34,"PS",35000,0.01279,"N",9.61580548008435,10.4631033404715
"C",15000,"F",30,"S",35000,1.07897,"Y",9.61580548008435,10.4631033404715
"C",15000,"M",35,"PS",15000,-0.97431,"N",9.61580548008435,9.61580548008435
"C",15000,"F",27,"S",35000,1.32855,"U",9.61580548008435,10.4631033404715
"C",15000,"M",38,"S",35000,1.5877,NA,9.61580548008435,10.4631033404715
"C",15000,"F",45,"P",7500,1.39186,NA,9.61580548008435,8.9226582995244
"C",15000,"F",31,"S",2500,-0.92695,"N",9.61580548008435,7.82404601085629
"C",15000,"M",34,"S",35000,-0.70263,"N",9.61580548008435,10.4631033404715
"C",15000,"F",67,"P",15000,0.94646,"U",9.61580548008435,9.61580548008435
"C",15000,"M",61,"P",15000,0.56632,"U",9.61580548008435,9.61580548008435
"C",15000,"M",59,"P",15000,-1.14049,"N",9.61580548008435,9.61580548008435
"C",15000,"F",53,"P",NA,1.5877,"Y",9.61580548008435,NA
"C",15000,"M",44,"P",7500,0.89793,"Y",9.61580548008435,8.9226582995244
"C",15000,"F",33,"P",7500,1.24161,"Y",9.61580548008435,8.9226582995244
"C",15000,"M",34,"P",7500,-0.54032,"A",9.61580548008435,8.9226582995244
"C",15000,"M",22,"P",15000,-1.22503,"N",9.61580548008435,9.61580548008435
"C",15000,"F",20,"S",7500,0.61719,NA,9.61580548008435,8.9226582995244
"C",15000,"M",43,"P",75000,1.56817,"Y",9.61580548008435,11.2252433925184
"C",15000,"F",43,"P",7500,1.08466,NA,9.61580548008435,8.9226582995244
"C",15000,"M",26,"P",15000,-0.24317,NA,9.61580548008435,9.61580548008435
"C",15000,"M",68,"S",2500,-1.29617,"A",9.61580548008435,7.82404601085629
"C",15000,"F",40,"P",2500,0.39304,"A",9.61580548008435,7.82404601085629
"C",15000,"F",44,"P",2500,0.41004,NA,9.61580548008435,7.82404601085629
"C",15000,"M",55,"P",15000,0.32051,"U",9.61580548008435,9.61580548008435
"C",15000,"F",21,"S",NA,-0.4243,"U",9.61580548008435,NA
"C",15000,"M",22,"S",15000,-0.40299,"N",9.61580548008435,9.61580548008435
"C",15000,"M",64,"P",7500,1.33395,"U",9.61580548008435,8.9226582995244
"C",15000,"M",22,"S",7500,-1.29617,"N",9.61580548008435,8.9226582995244
"C",15000,"M",30,"P",7500,-1.29617,"N",9.61580548008435,8.9226582995244
"C",15000,"F",21,"S",7500,0.40932,"U",9.61580548008435,8.9226582995244
"C",15000,"F",37,"P",7500,1.48894,"Y",9.61580548008435,8.9226582995244
"C",15000,"F",38,"S",35000,1.51326,"Y",9.61580548008435,10.4631033404715
"C",15000,"M",34,"S",7500,-1.14579,"N",9.61580548008435,8.9226582995244
"C",15000,"F",30,"S",35000,-1.30485,"N",9.61580548008435,10.4631033404715
"C",15000,"M",60,"P",7500,0.90604,"Y",9.61580548008435,8.9226582995244
"C",15000,"M",45,"P",15000,0.81951,"Y",9.61580548008435,9.61580548008435
"C",15000,"M",42,"P",7500,1.0111,"N",9.61580548008435,8.9226582995244
"C",15000,"F",60,"P",35000,-0.92728,"U",9.61580548008435,10.4631033404715
"C",15000,"F",22,"S",35000,1.11308,"A",9.61580548008435,10.4631033404715
"C",15000,"M",23,"S",7500,0.12472,"U",9.61580548008435,8.9226582995244
"C",15000,"M",20,"PS",15000,-1.0234,"N",9.61580548008435,9.61580548008435
"C",45000,"F",35,"P",7500,1.25841,NA,10.7144177687525,8.9226582995244
"C",45000,"M",54,"P",7500,0.80784,NA,10.7144177687525,8.9226582995244
"C",45000,"F",60,"P",2500,1.5877,"Y",10.7144177687525,7.82404601085629
"C",45000,"M",22,"S",15000,1.00996,NA,10.7144177687525,9.61580548008435
"C",45000,"M",28,"S",7500,0.42771,NA,10.7144177687525,8.9226582995244
"C",45000,"M",53,"P",2500,-1.29617,"N",10.7144177687525,7.82404601085629
"C",45000,"F",29,"S",7500,-0.70096,NA,10.7144177687525,8.9226582995244
"C",45000,"F",30,"P",7500,0.97,"U",10.7144177687525,8.9226582995244
"C",45000,"F",58,"P",15000,1.50846,"Y",10.7144177687525,9.61580548008435
"C",45000,"M",28,"S",7500,-0.6341,"Y",10.7144177687525,8.9226582995244
"C",45000,"F",42,"P",35000,0.1921,"U",10.7144177687525,10.4631033404715
"C",45000,"M",40,"PS",35000,1.44322,"Y",10.7144177687525,10.4631033404715
"C",45000,"M",66,"P",15000,1.29875,"U",10.7144177687525,9.61580548008435
"C",45000,"M",28,"S",7500,-1.01171,"A",10.7144177687525,8.9226582995244
"C",45000,"F",60,"P",15000,-0.62453,"Y",10.7144177687525,9.61580548008435
"C",45000,"F",30,"S",15000,-1.21873,"N",10.7144177687525,9.61580548008435
"C",45000,"M",24,"P",15000,-1.29617,"N",10.7144177687525,9.61580548008435
"C",45000,"M",63,"PS",75000,-0.98189,"N",10.7144177687525,11.2252433925184
"C",45000,"F",25,"PS",35000,1.40361,"Y",10.7144177687525,10.4631033404715
"C",45000,"F",57,"S",15000,-1.29617,NA,10.7144177687525,9.61580548008435
"C",25000,"F",49,"P",7500,-0.612,"U",10.1266311038503,8.9226582995244
"C",25000,"F",25,"P",15000,0.84305,"Y",10.1266311038503,9.61580548008435
"C",25000,"F",37,"S",35000,0.63836,"U",10.1266311038503,10.4631033404715
"C",25000,"M",19,"S",75000,0.06239,"N",10.1266311038503,11.2252433925184
"C",25000,"M",53,"S",35000,1.33246,"Y",10.1266311038503,10.4631033404715
"C",25000,"F",34,"S",NA,0.34195,"U",10.1266311038503,NA
"C",25000,"F",37,"S",35000,0.16682,"U",10.1266311038503,10.4631033404715
"C",25000,"M",22,"S",15000,NA,NA,10.1266311038503,9.61580548008435
"C",25000,"M",44,"S",35000,0.87593,"Y",10.1266311038503,10.4631033404715
"C",25000,"M",31,"S",75000,0.16466,"U",10.1266311038503,11.2252433925184
"C",25000,"F",29,"S",35000,0.03032,"U",10.1266311038503,10.4631033404715
"C",25000,"F",21,"P",7500,0.78563,"A",10.1266311038503,8.9226582995244
"C",25000,"F",58,"P",7500,1.68665,"Y",10.1266311038503,8.9226582995244
"C",25000,"M",22,"P",15000,-1.26325,"N",10.1266311038503,9.61580548008435
"C",25000,"M",68,"P",2500,-0.80882,"N",10.1266311038503,7.82404601085629
"C",25000,"F",47,"PS",15000,-0.67532,"U",10.1266311038503,9.61580548008435
"C",25000,"F",30,"P",15000,1.41999,"Y",10.1266311038503,9.61580548008435
"C",25000,"M",21,"P",15000,-1.06433,"N",10.1266311038503,9.61580548008435
"C",25000,"M",50,"S",35000,0.24274,"U",10.1266311038503,10.4631033404715
"C",25000,"M",38,"PS",35000,-0.75159,"N",10.1266311038503,10.4631033404715
"C",87500,"F",19,"S",7500,-0.96542,"U",11.3793940723457,8.9226582995244
"C",87500,"F",60,"P",15000,-0.16861,"N",11.3793940723457,9.61580548008435
"C",87500,"M",64,"P",7500,0.60565,"U",11.3793940723457,8.9226582995244
"C",87500,"M",25,"P",35000,0.36082,"A",11.3793940723457,10.4631033404715
"C",87500,"F",60,"P",15000,0.1327,"U",11.3793940723457,9.61580548008435
"C",87500,"M",27,"PS",75000,-0.73188,"N",11.3793940723457,11.2252433925184
"C",87500,"M",26,"PS",35000,-1.14103,"N",11.3793940723457,10.4631033404715
"C",87500,"F",23,"PS",35000,-0.96823,"N",11.3793940723457,10.4631033404715
"C",87500,"F",60,"P",35000,1.03942,"Y",11.3793940723457,10.4631033404715
"C",87500,"M",52,"PS",75000,-1.29617,"N",11.3793940723457,11.2252433925184
"C",87500,"F",45,"PS",35000,0.32782,"Y",11.3793940723457,10.4631033404715
"C",87500,"F",23,"P",15000,-0.52933,"U",11.3793940723457,9.61580548008435
"C",87500,"F",35,"PS",75000,-1.26652,NA,11.3793940723457,11.2252433925184
"C",87500,"M",43,"P",15000,-1.11878,"N",11.3793940723457,9.61580548008435
"C",87500,"M",35,"PS",75000,-1.29617,"N",11.3793940723457,11.2252433925184
"C",87500,"F",22,"P",2500,1.3924,"Y",11.3793940723457,7.82404601085629
"C",87500,"M",22,"P",15000,-0.80408,"N",11.3793940723457,9.61580548008435
"C",87500,"F",51,"P",2500,1.47157,"Y",11.3793940723457,7.82404601085629
"C",87500,"M",42,"P",15000,0.27852,"U",11.3793940723457,9.61580548008435
"C",87500,"M",44,"P",15000,-1.01069,"U",11.3793940723457,9.61580548008435
"C",175000,"F",37,"PS",35000,-1.05333,"N",12.0725412529057,10.4631033404715
"C",175000,"M",28,"P",15000,0.59039,NA,12.0725412529057,9.61580548008435
"C",175000,"F",20,"S",NA,0.31206,"U",12.0725412529057,NA
"C",175000,"M",40,"PS",35000,-0.12877,"N",12.0725412529057,10.4631033404715
"C",175000,"F",19,"S",7500,0.13374,"U",12.0725412529057,8.9226582995244
"C",175000,"F",28,"S",7500,-1.11442,"U",12.0725412529057,8.9226582995244
"C",175000,"M",49,"P",15000,-1.19148,"N",12.0725412529057,9.61580548008435
"C",175000,"M",55,"P",15000,-0.55326,"N",12.0725412529057,9.61580548008435
"C",175000,"M",24,"P",15000,-1.25986,"N",12.0725412529057,9.61580548008435
"C",175000,"F",44,"S",7500,-1.15622,"U",12.0725412529057,8.9226582995244
"C",175000,"M",20,"S",15000,0.27435,"A",12.0725412529057,9.61580548008435
"C",175000,"F",40,"PS",75000,0.79492,"U",12.0725412529057,11.2252433925184
"C",175000,"F",26,"S",NA,0.15754,"U",12.0725412529057,NA
"C",175000,"F",48,"P",NA,1.29284,"U",12.0725412529057,NA
"C",175000,"M",49,"PS",200000,-1.21834,"N",12.0725412529057,12.2060726455302
"C",175000,"F",53,"S",15000,1.5877,"Y",12.0725412529057,9.61580548008435
"C",175000,"F",20,"P",2500,1.1384,"Y",12.0725412529057,7.82404601085629
"C",175000,"M",20,"S",15000,0.29898,"Y",12.0725412529057,9.61580548008435
"C",175000,"F",27,"PS",35000,-1.18011,"N",12.0725412529057,10.4631033404715
"C",175000,"M",36,"PS",75000,-0.70445,"N",12.0725412529057,11.2252433925184
"C",175000,"F",18,"S",75000,0.98417,"A",12.0725412529057,11.2252433925184
"C",175000,"M",50,"P",15000,-1.29617,"N",12.0725412529057,9.61580548008435
"C",175000,"F",40,"P",15000,-1.29617,"N",12.0725412529057,9.61580548008435
"C",175000,"M",21,"S",75000,-1.29617,"N",12.0725412529057,11.2252433925184
"C",175000,"M",43,"P",15000,-1.29617,"N",12.0725412529057,9.61580548008435
"C",175000,"F",23,"S",7500,-0.81291,"A",12.0725412529057,8.9226582995244
"C",175000,"F",39,"P",7500,1.5877,"Y",12.0725412529057,8.9226582995244
"C",175000,"F",64,"P",NA,-1.80301,"U",12.0725412529057,NA
"C",175000,"M",54,"S",35000,1.21952,"U",12.0725412529057,10.4631033404715
"C",175000,"M",22,"S",35000,0.74317,"Y",12.0725412529057,10.4631033404715
"C",175000,"F",42,"P",15000,-1.29617,"N",12.0725412529057,9.61580548008435
"C",175000,"M",18,"S",75000,0.90886,"A",12.0725412529057,11.2252433925184
"C",175000,"F",20,"P",35000,-1.14456,"N",12.0725412529057,10.4631033404715
"C",175000,"F",29,"S",15000,0.91463,"Y",12.0725412529057,9.61580548008435
"C",175000,"M",40,"P",35000,0.78439,"U",12.0725412529057,10.4631033404715
"C",175000,"F",60,"P",7500,-1.15225,"N",12.0725412529057,8.9226582995244
"C",175000,"F",35,"P",15000,0.9464,"Y",12.0725412529057,9.61580548008435
"C",175000,"M",39,"P",7500,0.42314,"U",12.0725412529057,8.9226582995244
"C",175000,"M",26,"S",15000,-0.79157,"N",12.0725412529057,9.61580548008435
"C",175000,"M",25,"S",125000,1.08773,NA,12.0725412529057,11.7360690162844
"C",175000,"M",19,"PS",35000,0.35572,"Y",12.0725412529057,10.4631033404715
"C",175000,"F",47,"P",15000,-0.32176,"U",12.0725412529057,9.61580548008435
"C",175000,"F",23,"S",7500,-0.7989,"A",12.0725412529057,8.9226582995244
"C",175000,"F",45,"P",7500,0.44717,"Y",12.0725412529057,8.9226582995244
"C",175000,"M",52,"P",15000,1.22444,"U",12.0725412529057,9.61580548008435
"C",175000,"F",28,"PS",NA,1.49096,"Y",12.0725412529057,NA
"C",175000,"F",28,"PS",125000,0.06371,"Y",12.0725412529057,11.7360690162844
"C",175000,"M",39,"PS",200000,-0.19457,"N",12.0725412529057,12.2060726455302
"C",175000,"F",41,"PS",75000,1.41116,"Y",12.0725412529057,11.2252433925184
"C",175000,"M",30,"S",15000,-0.61942,"U",12.0725412529057,9.61580548008435
"C",175000,"F",32,"S",15000,-0.99973,"N",12.0725412529057,9.61580548008435
"C",175000,"M",29,"S",35000,-1.07308,"N",12.0725412529057,10.4631033404715
"C",175000,"M",31,"PS",35000,-0.7163,"N",12.0725412529057,10.4631033404715
"C",175000,"M",37,"PS",35000,-0.47005,NA,12.0725412529057,10.4631033404715
"C",175000,"F",42,"PS",35000,-1.00592,"N",12.0725412529057,10.4631033404715
"C",175000,"F",25,"S",15000,-0.97034,"U",12.0725412529057,9.61580548008435
"C",175000,"F",58,"P",7500,0.06874,"U",12.0725412529057,8.9226582995244
"C",175000,"F",36,"S",NA,NA,"U",12.0725412529057,NA
"C",175000,"M",28,"S",75000,-0.99275,"N",12.0725412529057,11.2252433925184
"C",175000,"M",40,"P",15000,-0.08067,"U",12.0725412529057,9.61580548008435
"C",25000,"F",29,"P",7500,-0.78136,"U",10.1266311038503,8.9226582995244
"C",25000,"F",54,"P",7500,0.26943,"U",10.1266311038503,8.9226582995244
"C",25000,"M",33,"P",15000,1.17576,"U",10.1266311038503,9.61580548008435
"C",25000,"F",37,"P",15000,1.47615,"Y",10.1266311038503,9.61580548008435
"C",25000,"M",54,"P",7500,0.96198,"Y",10.1266311038503,8.9226582995244
"C",25000,"M",65,"P",15000,0.79963,"Y",10.1266311038503,9.61580548008435
"C",25000,"F",29,"S",15000,-0.39404,"U",10.1266311038503,9.61580548008435
"C",25000,"M",19,"S",35000,-0.73973,"N",10.1266311038503,10.4631033404715
"C",25000,"M",26,"PS",35000,-1.08349,"N",10.1266311038503,10.4631033404715
"C",25000,"F",45,"P",15000,1.56861,"Y",10.1266311038503,9.61580548008435
"C",25000,"M",25,"P",7500,-1.14489,NA,10.1266311038503,8.9226582995244
"C",25000,"F",40,"P",NA,1.12691,"Y",10.1266311038503,NA
"C",25000,"F",34,"S",15000,-0.92196,"U",10.1266311038503,9.61580548008435
"C",25000,"M",39,"P",7500,-1.29617,"N",10.1266311038503,8.9226582995244
"C",25000,"M",36,"P",7500,0.80323,"Y",10.1266311038503,8.9226582995244
"C",25000,"M",47,"S",15000,0.29779,"Y",10.1266311038503,9.61580548008435
"C",25000,"F",30,"P",7500,0.24277,"U",10.1266311038503,8.9226582995244
"C",25000,"F",59,"P",15000,1.5877,"Y",10.1266311038503,9.61580548008435
"C",25000,"M",26,"PS",15000,-0.01365,"U",10.1266311038503,9.61580548008435
"C",25000,"M",23,"P",NA,-1.07036,"N",10.1266311038503,NA
"C",62500,"F",45,"P",NA,0.1523,"Y",11.0429218357245,NA
"C",62500,"M",52,"P",2500,-0.9757,"N",11.0429218357245,7.82404601085629
"C",62500,"F",21,"P",15000,0.63187,"U",11.0429218357245,9.61580548008435
"C",62500,"M",19,"PS",75000,-0.64524,"N",11.0429218357245,11.2252433925184
"C",62500,"F",20,"S",35000,0.81443,"Y",11.0429218357245,10.4631033404715
"C",62500,"M",20,"S",7500,0.71902,"Y",11.0429218357245,8.9226582995244
"C",62500,"F",47,"P",15000,0.35864,"Y",11.0429218357245,9.61580548008435
"C",62500,"F",25,"S",15000,-1.08876,"N",11.0429218357245,9.61580548008435
"C",62500,"M",42,"S",15000,1.09242,"Y",11.0429218357245,9.61580548008435
"C",62500,"M",40,"P",35000,1.43653,"Y",11.0429218357245,10.4631033404715
"C",62500,"F",29,"PS",75000,-0.83828,"N",11.0429218357245,11.2252433925184
"C",62500,"F",58,"P",15000,0.32249,"A",11.0429218357245,9.61580548008435
"C",62500,"M",40,"PS",35000,-0.54836,"N",11.0429218357245,10.4631033404715
"C",62500,"M",27,"PS",35000,-1.25795,"N",11.0429218357245,10.4631033404715
"C",62500,"F",38,"S",75000,0.04945,"Y",11.0429218357245,11.2252433925184
"C",62500,"F",30,"S",35000,0.78044,"U",11.0429218357245,10.4631033404715
"C",62500,"F",45,"P",35000,-1.25861,"N",11.0429218357245,10.4631033404715
"C",62500,"M",21,"S",15000,0.0958,"U",11.0429218357245,9.61580548008435
"C",62500,"M",25,"S",35000,-1.00739,"N",11.0429218357245,10.4631033404715
"C",62500,"M",50,"P",15000,-0.82423,"N",11.0429218357245,9.61580548008435
"C",15000,"M",28,"P",7500,1.55041,"U",9.61580548008435,8.9226582995244
"C",15000,"F",24,"S",15000,1.21971,"U",9.61580548008435,9.61580548008435
"C",15000,"F",20,"S",NA,0.36649,"Y",9.61580548008435,NA
"C",15000,"F",65,"S",15000,0.25733,"Y",9.61580548008435,9.61580548008435
"C",15000,"M",42,"S",7500,-0.82337,"N",9.61580548008435,8.9226582995244
"C",15000,"F",48,"P",15000,0.57449,"Y",9.61580548008435,9.61580548008435
"C",15000,"F",25,"P",15000,0.71863,"U",9.61580548008435,9.61580548008435
"C",15000,"M",34,"S",NA,NA,"U",9.61580548008435,NA
"C",15000,"M",46,"S",35000,-0.2559,"N",9.61580548008435,10.4631033404715
"C",15000,"M",44,"P",35000,-0.25763,"U",9.61580548008435,10.4631033404715
"C",15000,"M",23,"P",15000,0.41138,"A",9.61580548008435,9.61580548008435
"C",15000,"M",48,"P",7500,1.00124,"Y",9.61580548008435,8.9226582995244
"C",15000,"M",29,"P",7500,1.28046,"Y",9.61580548008435,8.9226582995244
"C",15000,"F",70,"P",7500,0.75321,NA,9.61580548008435,8.9226582995244
"C",15000,"F",18,"P",2500,-0.76832,"Y",9.61580548008435,7.82404601085629
"C",15000,"M",23,"S",7500,0.02383,"Y",9.61580548008435,8.9226582995244
"C",15000,"M",70,"P",7500,-1.29617,"N",9.61580548008435,8.9226582995244
"C",15000,"F",30,"S",7500,1.31961,"U",9.61580548008435,8.9226582995244
"C",15000,"F",46,"P",2500,0.69169,"Y",9.61580548008435,7.82404601085629
"C",15000,"M",70,"P",7500,1.3601,"Y",9.61580548008435,8.9226582995244
"C",25000,"F",69,"P",7500,1.32047,"Y",10.1266311038503,8.9226582995244
"C",25000,"M",56,"P",7500,1.4702,"U",10.1266311038503,8.9226582995244
"C",25000,"M",22,"P",7500,1.35787,"Y",10.1266311038503,8.9226582995244
"C",25000,"M",27,"P",15000,1.3093,NA,10.1266311038503,9.61580548008435
"C",25000,"M",34,"S",15000,0.39928,"U",10.1266311038503,9.61580548008435
"C",25000,"F",19,"S",15000,0.90219,"U",10.1266311038503,9.61580548008435
"C",25000,"F",20,"P",35000,1.08088,"Y",10.1266311038503,10.4631033404715
"C",25000,"M",29,"S",35000,0.65511,"U",10.1266311038503,10.4631033404715
"C",25000,"F",46,"P",2500,0.75797,"Y",10.1266311038503,7.82404601085629
"C",25000,"M",61,"P",2500,1.47615,"Y",10.1266311038503,7.82404601085629
"C",25000,"M",65,"P",15000,0.6589,"U",10.1266311038503,9.61580548008435
"C",25000,"F",41,"P",7500,1.4045,"Y",10.1266311038503,8.9226582995244
"C",25000,"M",18,"P",2500,-1.22876,"N",10.1266311038503,7.82404601085629
"C",25000,"M",50,"P",7500,1.45616,"Y",10.1266311038503,8.9226582995244
"C",25000,"F",28,"S",15000,1.55465,"Y",10.1266311038503,9.61580548008435
"C",25000,"F",19,"S",7500,1.50229,"Y",10.1266311038503,8.9226582995244
"C",25000,"M",27,"S",15000,0.58726,"A",10.1266311038503,9.61580548008435
"C",25000,"F",39,"P",7500,0.76371,"U",10.1266311038503,8.9226582995244
"C",25000,"M",70,"P",7500,1.04827,"U",10.1266311038503,8.9226582995244
"C",25000,"F",45,"P",7500,0.40629,"U",10.1266311038503,8.9226582995244
"C",25000,"F",39,"P",15000,0.43968,NA,10.1266311038503,9.61580548008435
"C",25000,"F",32,"P",7500,1.5877,"Y",10.1266311038503,8.9226582995244
"C",25000,"M",22,"S",15000,-0.95379,"N",10.1266311038503,9.61580548008435
"C",25000,"F",60,"P",7500,1.5877,"Y",10.1266311038503,8.9226582995244
"C",25000,"M",64,"P",7500,1.43653,"Y",10.1266311038503,8.9226582995244
"C",25000,"F",40,"S",NA,1.17767,"Y",10.1266311038503,NA
"C",25000,"F",30,"S",35000,0.68807,"Y",10.1266311038503,10.4631033404715
"C",25000,"M",65,"P",NA,1.5877,"Y",10.1266311038503,NA
"C",25000,"M",70,"P",NA,1.5877,"Y",10.1266311038503,NA
"C",25000,"M",24,"PS",15000,-1.19137,"N",10.1266311038503,9.61580548008435
"C",25000,"F",21,"P",15000,1.33829,"Y",10.1266311038503,9.61580548008435
"C",25000,"F",49,"S",7500,1.35481,"Y",10.1266311038503,8.9226582995244
"C",25000,"F",21,"S",NA,0.53658,"U",10.1266311038503,NA
"C",25000,"M",54,"P",15000,0.9338,"U",10.1266311038503,9.61580548008435
"C",25000,"M",24,"P",15000,-1.22258,"N",10.1266311038503,9.61580548008435
"C",25000,"M",18,"S",75000,-0.88064,"N",10.1266311038503,11.2252433925184
"C",25000,"M",62,"P",35000,1.55678,"U",10.1266311038503,10.4631033404715
"C",25000,"F",44,"P",7500,0.91033,"U",10.1266311038503,8.9226582995244
"C",25000,"F",18,"S",35000,0.34316,"Y",10.1266311038503,10.4631033404715
"C",25000,"M",27,"P",35000,-0.02385,"Y",10.1266311038503,10.4631033404715
"S",125000,"M",18,"S",15000,1.29424,"Y",11.7360690162844,9.61580548008435
"S",125000,"M",44,"P",2500,-1.29617,"N",11.7360690162844,7.82404601085629
"S",125000,"F",31,"PS",15000,-1.29617,"N",11.7360690162844,9.61580548008435
"S",125000,"F",58,"S",35000,-1.29617,"N",11.7360690162844,10.4631033404715
"S",125000,"M",68,"P",7500,-1.29617,"N",11.7360690162844,8.9226582995244
"S",125000,"F",47,"P",7500,1.54802,"Y",11.7360690162844,8.9226582995244
"S",125000,"F",32,"S",NA,0.92815,"Y",11.7360690162844,NA
"S",125000,"F",22,"P",7500,0.5492,"Y",11.7360690162844,8.9226582995244
"S",125000,"M",40,"PS",75000,1.43203,"Y",11.7360690162844,11.2252433925184
"S",125000,"M",35,"P",2500,1.17367,"Y",11.7360690162844,7.82404601085629
"S",125000,"M",65,"S",15000,1.1643,"Y",11.7360690162844,9.61580548008435
"S",125000,"M",35,"P",15000,0.85852,"U",11.7360690162844,9.61580548008435
"S",125000,"F",18,"P",7500,1.26956,"Y",11.7360690162844,8.9226582995244
"S",125000,"F",66,"S",15000,0.40663,"A",11.7360690162844,9.61580548008435
"S",125000,"F",22,"S",7500,0.96938,"Y",11.7360690162844,8.9226582995244
"S",125000,"M",23,"S",15000,-0.73957,"N",11.7360690162844,9.61580548008435
"S",125000,"M",60,"P",2500,0.6589,"U",11.7360690162844,7.82404601085629
"S",125000,"F",55,"P",NA,-0.09889,NA,11.7360690162844,NA
"S",125000,"M",21,"P",2500,1.25084,"Y",11.7360690162844,7.82404601085629
"S",125000,"F",54,"P",15000,0.69887,"Y",11.7360690162844,9.61580548008435
"S",45000,"M",40,"P",75000,0.46287,"U",10.7144177687525,11.2252433925184
"S",45000,"F",19,"S",15000,0.81279,"U",10.7144177687525,9.61580548008435
"S",45000,"M",32,"P",75000,0.99576,"U",10.7144177687525,11.2252433925184
"S",45000,"F",54,"P",75000,0.23543,"U",10.7144177687525,11.2252433925184
"S",45000,"M",35,"P",2500,1.00383,"U",10.7144177687525,7.82404601085629
"S",45000,"F",19,"PS",15000,-0.5488,"U",10.7144177687525,9.61580548008435
"S",45000,"F",40,"P",7500,0.66545,"U",10.7144177687525,8.9226582995244
"S",45000,"M",25,"P",2500,1.25306,"Y",10.7144177687525,7.82404601085629
"S",45000,"M",48,"S",35000,-1.29617,"N",10.7144177687525,10.4631033404715
"S",45000,"M",37,"PS",35000,0.19914,"Y",10.7144177687525,10.4631033404715
"S",45000,"F",32,"S",7500,0.21006,"U",10.7144177687525,8.9226582995244
"S",45000,"F",18,"S",7500,1.31037,"Y",10.7144177687525,8.9226582995244
"S",45000,"M",53,"PS",75000,1.48547,"Y",10.7144177687525,11.2252433925184
"S",45000,"M",25,"PS",35000,1.1538,"Y",10.7144177687525,10.4631033404715
"S",45000,"F",45,"P",2500,-0.60865,"U",10.7144177687525,7.82404601085629
"S",45000,"F",54,"S",7500,-0.2688,"N",10.7144177687525,8.9226582995244
"S",45000,"F",60,"P",75000,-0.89149,"Y",10.7144177687525,11.2252433925184
"S",45000,"F",18,"P",75000,-0.97181,"N",10.7144177687525,11.2252433925184
"S",45000,"F",49,"PS",2500,-0.86092,"N",10.7144177687525,7.82404601085629
"S",45000,"M",30,"P",7500,1.04754,"Y",10.7144177687525,8.9226582995244
"S",15000,"M",33,"P",7500,0.20483,"Y",9.61580548008435,8.9226582995244
"S",15000,"F",36,"P",7500,-1.26247,"N",9.61580548008435,8.9226582995244
"S",15000,"M",62,"P",2500,1.30792,"Y",9.61580548008435,7.82404601085629
"S",15000,"F",21,"S",15000,-0.78802,"N",9.61580548008435,9.61580548008435
"S",15000,"M",36,"P",15000,-0.72822,"N",9.61580548008435,9.61580548008435
"S",15000,"F",65,"P",7500,0.82519,"U",9.61580548008435,8.9226582995244
"S",15000,"F",22,"PS",7500,0.24983,"U",9.61580548008435,8.9226582995244
"S",15000,"M",25,"S",15000,-1.18323,"N",9.61580548008435,9.61580548008435
"S",15000,"M",63,"P",2500,1.43793,"Y",9.61580548008435,7.82404601085629
"S",15000,"M",26,"S",35000,-1.10367,"N",9.61580548008435,10.4631033404715
"S",15000,"M",67,"S",2500,-0.82983,"U",9.61580548008435,7.82404601085629
"S",15000,"M",25,"P",35000,-0.40224,"A",9.61580548008435,10.4631033404715
"S",15000,"F",30,"S",35000,0.2461,"U",9.61580548008435,10.4631033404715
"S",15000,"F",70,"P",7500,-1.16134,"U",9.61580548008435,8.9226582995244
"S",15000,"F",27,"S",15000,1.40733,"U",9.61580548008435,9.61580548008435
"S",15000,"M",27,"PS",35000,-0.50424,"N",9.61580548008435,10.4631033404715
"S",15000,"F",61,"P",7500,1.1493,"Y",9.61580548008435,8.9226582995244
"S",15000,"M",27,"P",2500,1.09701,"Y",9.61580548008435,7.82404601085629
"S",15000,"F",70,"P",7500,0.86323,"U",9.61580548008435,8.9226582995244
"S",15000,"M",53,"S",35000,0.71448,"Y",9.61580548008435,10.4631033404715
"S",8750,"M",36,"P",7500,1.0188,"Y",9.07680897935166,8.9226582995244
"S",8750,"M",19,"P",7500,0.83115,"Y",9.07680897935166,8.9226582995244
"S",8750,"M",28,"S",15000,-1.00723,"N",9.07680897935166,9.61580548008435
"S",8750,"F",50,"P",7500,-1.08585,"N",9.07680897935166,8.9226582995244
"S",8750,"F",20,"P",2500,-0.96528,"N",9.07680897935166,7.82404601085629
"S",8750,"M",65,"P",7500,0.93522,"Y",9.07680897935166,8.9226582995244
"S",8750,"F",36,"P",7500,1.55399,"Y",9.07680897935166,8.9226582995244
"S",8750,"M",60,"S",125000,0.97823,"Y",9.07680897935166,11.7360690162844
"S",8750,"F",28,"S",35000,1.40361,"Y",9.07680897935166,10.4631033404715
"S",8750,"M",28,"S",35000,1.33246,"Y",9.07680897935166,10.4631033404715
"S",8750,"F",48,"S",7500,1.43732,"Y",9.07680897935166,8.9226582995244
"S",8750,"M",58,"P",7500,1.5877,"Y",9.07680897935166,8.9226582995244
"S",8750,"F",25,"S",2500,-0.93058,"U",9.07680897935166,7.82404601085629
"S",8750,"M",60,"P",7500,1.25541,"U",9.07680897935166,8.9226582995244
