"statusquo","vote","voteYES"
-1.29617,"N",0
-0.37315,"N",0
-0.65961,"N",0
1.24478,"Y",1
-0.98792,"N",0
-0.10726,"Y",1
-1.29617,"N",0
-0.40479,"Y",1
-1.29617,"N",0
-0.70372,"N",0
-1.14049,"N",0
-0.10246,"Y",1
-0.96901,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.1517,"N",0
-1.03486,"N",0
-1.29617,"N",0
0.5922,"Y",1
1.29875,"Y",1
-0.86276,"N",0
1.19997,"Y",1
1.5877,"Y",1
-1.29617,"N",0
1.5877,"Y",1
-1.29617,"N",0
1.18876,"Y",1
1.41464,"Y",1
0.13591,"Y",1
-0.88715,"N",0
-1.10367,"N",0
0.36597,"Y",1
-1.29617,"N",0
-0.40009,"N",0
-0.66692,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.04685,"N",0
0.4566,"Y",1
-1.29617,"N",0
-0.42882,"N",0
-1.29617,"N",0
1.5877,"Y",1
1.36539,"Y",1
-1.29617,"N",0
-1.21834,"N",0
1.5877,"Y",1
-1.72594,"N",0
1.51869,"Y",1
1.5877,"Y",1
0.80245,"N",0
1.1425,"Y",1
1.51515,"Y",1
0.3898,"Y",1
1.40042,"Y",1
1.46885,"Y",1
-1.2105,"N",0
-0.93171,"N",0
1.37276,"Y",1
0.09968,"Y",1
-1.10678,"N",0
-1.07069,"N",0
0.99912,"Y",1
-0.24978,"N",0
-0.97492,"N",0
0.15413,"Y",1
-1.26247,"N",0
0.87023,"Y",1
0.20171,"Y",1
-1.29617,"N",0
-1.29617,"N",0
1.55399,"Y",1
1.16822,"Y",1
-0.67418,"Y",1
1.27849,"Y",1
1.40361,"Y",1
-1.15795,"N",0
-1.25795,"N",0
-1.21777,"N",0
-1.14049,"N",0
-1.25795,"N",0
-0.26963,"N",0
-0.79979,"Y",1
1.44541,"Y",1
-1.16369,"N",0
0.50129,"N",0
1.25589,"Y",1
-0.97614,"N",0
1.54808,"Y",1
0.19955,"N",0
1.51515,"Y",1
0.96365,"Y",1
1.05131,"Y",1
-0.88433,"N",0
-1.1008,"N",0
-1.21974,"N",0
-1.19286,"N",0
-1.21834,"N",0
-1.21834,"N",0
1.12067,"Y",1
0.33514,"Y",1
-1.21834,"N",0
-1.21834,"N",0
-1.04094,"Y",1
-1.18151,"N",0
-1.29617,"N",0
-0.91941,"N",0
1.5368,"Y",1
1.47476,"Y",1
-1.0444,"N",0
-1.14719,"N",0
0.20745,"Y",1
-1.17871,"N",0
0.93119,"Y",1
-1.29617,"N",0
1.23212,"Y",1
1.29875,"Y",1
-0.76404,"N",0
1.54947,"Y",1
-0.45208,"N",0
-1.29617,"N",0
-0.42745,"N",0
-1.17723,"N",0
1.44593,"Y",1
-0.60491,"Y",1
-0.67038,"N",0
1.3309,"Y",1
-1.02895,"N",0
-0.55476,"N",0
-0.39733,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.14103,"N",0
-0.90906,"N",0
-1.29617,"N",0
-1.2307,"N",0
-1.29617,"N",0
1.53157,"Y",1
1.48145,"Y",1
1.3368,"Y",1
-0.92939,"N",0
-1.04221,"N",0
-0.79353,"N",0
1.5877,"Y",1
-1.25656,"N",0
-1.10502,"N",0
1.5877,"Y",1
-1.29617,"N",0
-1.21974,"N",0
-1.25795,"N",0
-1.10757,"N",0
1.40361,"Y",1
-1.25795,"N",0
-0.44948,"N",0
-1.14049,"N",0
-0.11911,"N",0
-1.08055,"N",0
1.01625,"Y",1
-1.29617,"N",0
-1.25795,"N",0
0.57007,"Y",1
-1.18323,"N",0
-1.29617,"N",0
-1.29617,"N",0
-0.81078,"N",0
-0.99558,"N",0
-1.29617,"N",0
-1.29617,"N",0
-1.18011,"N",0
-1.29617,"N",0
-1.14579,"N",0
-0.78735,"Y",1
-1.14049,"N",0
-0.9353,"N",0
-1.18011,"N",0
0.13025,"N",0
-1.14049,"N",0
-1.02263,"N",0
-1.29617,"N",0
-1.23032,"N",0
1.32047,"Y",1
-1.21834,"N",0
-1.04094,"N",0
-1.29617,"N",0
-1.14049,"N",0
-1.21834,"N",0
-1.29617,"N",0
-0.68396,"N",0
-1.105,"N",0
-1.29617,"N",0
-0.16141,"Y",1
-0.61249,"N",0
-0.49725,"N",0
0.61694,"Y",1
-0.90783,"N",0
1.5877,"Y",1
0.82279,"Y",1
0.86028,"Y",1
1.54808,"Y",1
0.4505,"N",0
-1.07812,"N",0
-1.21834,"N",0
-0.89595,"N",0
-0.42948,"N",0
1.5877,"Y",1
-1.21834,"N",0
-0.77762,"N",0
-1.29617,"N",0
-0.57538,"Y",1
-1.23667,"N",0
-1.29617,"N",0
0.12997,"Y",1
0.59566,"Y",1
-1.2164,"N",0
-1.21834,"N",0
1.47725,"Y",1
-1.21695,"N",0
-1.19755,"N",0
-1.29617,"N",0
-1.14799,"N",0
-1.07456,"N",0
-0.79562,"N",0
-0.89052,"N",0
0.49274,"Y",1
-1.01959,"N",0
-0.70916,"Y",1
-0.2023,"N",0
0.79215,"Y",1
0.81038,"N",0
1.17809,"Y",1
-1.28924,"N",0
-0.25284,"Y",1
-1.11716,"N",0
1.51307,"Y",1
0.8355,"Y",1
-1.10496,"N",0
-1.14301,"N",0
0.4373,"Y",1
-0.54071,"Y",1
1.45597,"Y",1
-0.70525,"N",0
1.3991,"Y",1
-0.40275,"N",0
1.48678,"Y",1
-1.21834,"N",0
-0.58372,"N",0
-0.65956,"N",0
0.81317,"Y",1
-0.31678,"Y",1
-1.21974,"N",0
0.19019,"Y",1
-1.25795,"N",0
-0.7933,"N",0
-1.11878,"N",0
1.2692,"Y",1
0.53171,"N",0
-1.1464,"N",0
1.16774,"Y",1
-1.10282,"N",0
-1.21974,"N",0
0.49426,"N",0
0.18235,"Y",1
0.51557,"N",0
-0.87064,"N",0
1.38413,"Y",1
-0.65985,"N",0
1.55399,"Y",1
-1.01283,"N",0
-1.29617,"N",0
-0.68084,"N",0
0.91259,"Y",1
-0.83829,"N",0
1.40361,"Y",1
-1.04256,"N",0
-1.29617,"N",0
1.55477,"Y",1
0.54349,"N",0
0.86287,"Y",1
1.39831,"Y",1
1.04278,"Y",1
1.44244,"Y",1
1.01542,"Y",1
0.8246,"Y",1
-1.10454,"N",0
-1.02597,"N",0
-1.21862,"N",0
1.21705,"Y",1
0.81109,"Y",1
-1.29617,"N",0
0.88849,"Y",1
0.51627,"N",0
-1.14049,"N",0
1.07339,"Y",1
-0.66689,"N",0
-1.29617,"N",0
-1.25656,"N",0
-0.94168,"N",0
-0.40122,"N",0
-1.0295,"N",0
-1.21834,"N",0
1.51858,"Y",1
1.27096,"Y",1
0.64011,"Y",1
1.1348,"Y",1
1.21964,"Y",1
0.84667,"Y",1
0.7711,"Y",1
1.29798,"Y",1
1.39006,"Y",1
-1.06052,"N",0
0.43376,"Y",1
1.15286,"Y",1
-0.93773,"N",0
0.97308,"Y",1
0.94765,"N",0
0.47231,"Y",1
1.26093,"Y",1
1.47615,"Y",1
-1.29617,"N",0
0.13118,"Y",1
1.43793,"Y",1
1.33168,"Y",1
1.32577,"Y",1
1.14675,"Y",1
0.29437,"N",0
-1.11336,"N",0
-0.98643,"N",0
-0.62986,"N",0
1.51437,"Y",1
-1.2727,"N",0
-0.45879,"N",0
0.9846,"Y",1
1.14072,"Y",1
-0.56959,"N",0
-1.0404,"N",0
-0.41596,"N",0
-1.09949,"N",0
1.24045,"Y",1
-0.50191,"N",0
-1.29617,"N",0
-1.11196,"N",0
-0.89384,"N",0
0.63256,"Y",1
1.12501,"Y",1
1.5877,"Y",1
0.6372,"Y",1
1.50846,"Y",1
0.47213,"Y",1
1.54808,"Y",1
-0.73756,"N",0
-1.15231,"N",0
-1.29617,"N",0
-1.18463,"N",0
-1.29617,"N",0
0.2803,"Y",1
-1.29617,"N",0
1.25462,"Y",1
-1.29617,"N",0
-1.29617,"N",0
-1.25656,"N",0
0.8666,"Y",1
0.88085,"Y",1
-0.94732,"Y",1
-0.13523,"N",0
-1.06713,"N",0
-0.7414,"Y",1
0.35459,"Y",1
-1.06529,"N",0
-0.96744,"N",0
-0.57825,"N",0
-1.29617,"N",0
0.30916,"N",0
-0.99525,"N",0
-0.15297,"N",0
1.11064,"Y",1
0.28844,"Y",1
1.35,"Y",1
1.20702,"Y",1
-1.25795,"N",0
-0.77873,"N",0
1.5877,"Y",1
1.59296,"Y",1
1.28539,"Y",1
0.14736,"Y",1
1.47693,"Y",1
0.96567,"Y",1
-1.16306,"N",0
-1.22114,"Y",1
0.76436,"Y",1
-0.70446,"N",0
-1.29617,"N",0
1.28086,"Y",1
-1.22876,"N",0
0.83264,"Y",1
1.28615,"Y",1
-0.50889,"Y",1
0.43236,"Y",1
-1.08862,"N",0
-1.29617,"N",0
-0.67588,"N",0
-0.5399,"N",0
-0.98577,"N",0
1.29393,"Y",1
1.43577,"Y",1
-0.33917,"Y",1
1.44322,"Y",1
1.24288,"N",0
-0.09014,"Y",1
-0.43601,"N",0
0.95741,"Y",1
0.16797,"N",0
-1.29617,"N",0
-1.02512,"Y",1
1.318,"Y",1
1.47693,"Y",1
1.29875,"Y",1
-0.49903,"N",0
0.51739,"Y",1
1.54243,"Y",1
1.54947,"Y",1
1.35,"Y",1
-1.33066,"N",0
-1.25795,"N",0
0.35489,"Y",1
1.44059,"Y",1
1.51655,"Y",1
-0.17755,"Y",1
1.46057,"Y",1
0.85425,"Y",1
1.22231,"Y",1
-1.26247,"N",0
1.3295,"Y",1
1.42045,"Y",1
1.38179,"Y",1
