"statusquo","vote","voteYES"
-3.88851,"N",0
-1.11945,"N",0
-1.97883,"N",0
3.73434,"Y",1
-2.96376,"N",0
-0.32178,"Y",1
-3.88851,"N",0
-1.21437,"Y",1
-3.88851,"N",0
-2.11116,"N",0
-3.42147,"N",0
-0.30738,"Y",1
-2.90703,"N",0
-3.88851,"N",0
-3.88851,"N",0
-3.4551,"N",0
-3.10458,"N",0
-3.88851,"N",0
1.7766,"Y",1
3.89625,"Y",1
-2.58828,"N",0
3.59991,"Y",1
4.7631,"Y",1
-3.88851,"N",0
4.7631,"Y",1
-3.88851,"N",0
3.56628,"Y",1
4.24392,"Y",1
0.40773,"Y",1
-2.66145,"N",0
-3.31101,"N",0
1.09791,"Y",1
-3.88851,"N",0
-1.20027,"N",0
-2.00076,"N",0
-3.88851,"N",0
-3.88851,"N",0
-3.14055,"N",0
1.3698,"Y",1
-3.88851,"N",0
-1.28646,"N",0
-3.88851,"N",0
4.7631,"Y",1
4.09617,"Y",1
-3.88851,"N",0
-3.65502,"N",0
4.7631,"Y",1
-5.17782,"N",0
4.55607,"Y",1
4.7631,"Y",1
2.40735,"N",0
3.4275,"Y",1
4.54545,"Y",1
1.1694,"Y",1
4.20126,"Y",1
4.40655,"Y",1
-3.6315,"N",0
-2.79513,"N",0
4.11828,"Y",1
0.29904,"Y",1
-3.32034,"N",0
-3.21207,"N",0
2.99736,"Y",1
-0.74934,"N",0
-2.92476,"N",0
0.46239,"Y",1
-3.78741,"N",0
2.61069,"Y",1
0.60513,"Y",1
-3.88851,"N",0
-3.88851,"N",0
4.66197,"Y",1
3.50466,"Y",1
-2.02254,"Y",1
3.83547,"Y",1
4.21083,"Y",1
-3.47385,"N",0
-3.77385,"N",0
-3.65331,"N",0
-3.42147,"N",0
-3.77385,"N",0
-0.80889,"N",0
-2.39937,"Y",1
4.33623,"Y",1
-3.49107,"N",0
1.50387,"N",0
3.76767,"Y",1
-2.92842,"N",0
4.64424,"Y",1
0.59865,"N",0
4.54545,"Y",1
2.89095,"Y",1
3.15393,"Y",1
-2.65299,"N",0
-3.3024,"N",0
-3.65922,"N",0
-3.57858,"N",0
-3.65502,"N",0
-3.65502,"N",0
3.36201,"Y",1
1.00542,"Y",1
-3.65502,"N",0
-3.65502,"N",0
-3.12282,"Y",1
-3.54453,"N",0
-3.88851,"N",0
-2.75823,"N",0
4.6104,"Y",1
4.42428,"Y",1
-3.1332,"N",0
-3.44157,"N",0
0.62235,"Y",1
-3.53613,"N",0
2.79357,"Y",1
-3.88851,"N",0
3.69636,"Y",1
3.89625,"Y",1
-2.29212,"N",0
4.64841,"Y",1
-1.35624,"N",0
-3.88851,"N",0
-1.28235,"N",0
-3.53169,"N",0
4.33779,"Y",1
-1.81473,"Y",1
-2.01114,"N",0
3.9927,"Y",1
-3.08685,"N",0
-1.66428,"N",0
-1.19199,"N",0
-3.88851,"N",0
-3.88851,"N",0
-3.42309,"N",0
-2.72718,"N",0
-3.88851,"N",0
-3.6921,"N",0
-3.88851,"N",0
4.59471,"Y",1
4.44435,"Y",1
4.0104,"Y",1
-2.78817,"N",0
-3.12663,"N",0
-2.38059,"N",0
4.7631,"Y",1
-3.76968,"N",0
-3.31506,"N",0
4.7631,"Y",1
-3.88851,"N",0
-3.65922,"N",0
-3.77385,"N",0
-3.32271,"N",0
4.21083,"Y",1
-3.77385,"N",0
-1.34844,"N",0
-3.42147,"N",0
-0.35733,"N",0
-3.24165,"N",0
3.04875,"Y",1
-3.88851,"N",0
-3.77385,"N",0
1.71021,"Y",1
-3.54969,"N",0
-3.88851,"N",0
-3.88851,"N",0
-2.43234,"N",0
-2.98674,"N",0
-3.88851,"N",0
-3.88851,"N",0
-3.54033,"N",0
-3.88851,"N",0
-3.43737,"N",0
-2.36205,"Y",1
-3.42147,"N",0
-2.8059,"N",0
-3.54033,"N",0
0.39075,"N",0
-3.42147,"N",0
-3.06789,"N",0
-3.88851,"N",0
-3.69096,"N",0
3.96141,"Y",1
-3.65502,"N",0
-3.12282,"N",0
-3.88851,"N",0
-3.42147,"N",0
-3.65502,"N",0
-3.88851,"N",0
-2.05188,"N",0
-3.315,"N",0
-3.88851,"N",0
-0.48423,"Y",1
-1.83747,"N",0
-1.49175,"N",0
1.85082,"Y",1
-2.72349,"N",0
4.7631,"Y",1
2.46837,"Y",1
2.58084,"Y",1
4.64424,"Y",1
1.3515,"N",0
-3.23436,"N",0
-3.65502,"N",0
-2.68785,"N",0
-1.28844,"N",0
4.7631,"Y",1
-3.65502,"N",0
-2.33286,"N",0
-3.88851,"N",0
-1.72614,"Y",1
-3.71001,"N",0
-3.88851,"N",0
0.38991,"Y",1
1.78698,"Y",1
-3.6492,"N",0
-3.65502,"N",0
4.43175,"Y",1
-3.65085,"N",0
-3.59265,"N",0
-3.88851,"N",0
-3.44397,"N",0
-3.22368,"N",0
-2.38686,"N",0
-2.67156,"N",0
1.47822,"Y",1
-3.05877,"N",0
-2.12748,"Y",1
-0.6069,"N",0
2.37645,"Y",1
2.43114,"N",0
3.53427,"Y",1
-3.86772,"N",0
-0.75852,"Y",1
-3.35148,"N",0
4.53921,"Y",1
2.5065,"Y",1
-3.31488,"N",0
-3.42903,"N",0
1.3119,"Y",1
-1.62213,"Y",1
4.36791,"Y",1
-2.11575,"N",0
4.1973,"Y",1
-1.20825,"N",0
4.46034,"Y",1
-3.65502,"N",0
-1.75116,"N",0
-1.97868,"N",0
2.43951,"Y",1
-0.95034,"Y",1
-3.65922,"N",0
0.57057,"Y",1
-3.77385,"N",0
-2.3799,"N",0
-3.35634,"N",0
3.8076,"Y",1
1.59513,"N",0
-3.4392,"N",0
3.50322,"Y",1
-3.30846,"N",0
-3.65922,"N",0
1.48278,"N",0
0.54705,"Y",1
1.54671,"N",0
-2.61192,"N",0
4.15239,"Y",1
-1.97955,"N",0
4.66197,"Y",1
-3.03849,"N",0
-3.88851,"N",0
-2.04252,"N",0
2.73777,"Y",1
-2.51487,"N",0
4.21083,"Y",1
-3.12768,"N",0
-3.88851,"N",0
4.66431,"Y",1
1.63047,"N",0
2.58861,"Y",1
4.19493,"Y",1
3.12834,"Y",1
4.32732,"Y",1
3.04626,"Y",1
2.4738,"Y",1
-3.31362,"N",0
-3.07791,"N",0
-3.65586,"N",0
3.65115,"Y",1
2.43327,"Y",1
-3.88851,"N",0
2.66547,"Y",1
1.54881,"N",0
-3.42147,"N",0
3.22017,"Y",1
-2.00067,"N",0
-3.88851,"N",0
-3.76968,"N",0
-2.82504,"N",0
-1.20366,"N",0
-3.0885,"N",0
-3.65502,"N",0
4.55574,"Y",1
3.81288,"Y",1
1.92033,"Y",1
3.4044,"Y",1
3.65892,"Y",1
2.54001,"Y",1
2.3133,"Y",1
3.89394,"Y",1
4.17018,"Y",1
-3.18156,"N",0
1.30128,"Y",1
3.45858,"Y",1
-2.81319,"N",0
2.91924,"Y",1
2.84295,"N",0
1.41693,"Y",1
3.78279,"Y",1
4.42845,"Y",1
-3.88851,"N",0
0.39354,"Y",1
4.31379,"Y",1
3.99504,"Y",1
3.97731,"Y",1
3.44025,"Y",1
0.88311,"N",0
-3.34008,"N",0
-2.95929,"N",0
-1.88958,"N",0
4.54311,"Y",1
-3.8181,"N",0
-1.37637,"N",0
2.9538,"Y",1
3.42216,"Y",1
-1.70877,"N",0
-3.1212,"N",0
-1.24788,"N",0
-3.29847,"N",0
3.72135,"Y",1
-1.50573,"N",0
-3.88851,"N",0
-3.33588,"N",0
-2.68152,"N",0
1.89768,"Y",1
3.37503,"Y",1
4.7631,"Y",1
1.9116,"Y",1
4.52538,"Y",1
1.41639,"Y",1
4.64424,"Y",1
-2.21268,"N",0
-3.45693,"N",0
-3.88851,"N",0
-3.55389,"N",0
-3.88851,"N",0
0.8409,"Y",1
-3.88851,"N",0
3.76386,"Y",1
-3.88851,"N",0
-3.88851,"N",0
-3.76968,"N",0
2.5998,"Y",1
2.64255,"Y",1
-2.84196,"Y",1
-0.40569,"N",0
-3.20139,"N",0
-2.2242,"Y",1
1.06377,"Y",1
-3.19587,"N",0
-2.90232,"N",0
-1.73475,"N",0
-3.88851,"N",0
0.92748,"N",0
-2.98575,"N",0
-0.45891,"N",0
3.33192,"Y",1
0.86532,"Y",1
4.05,"Y",1
3.62106,"Y",1
-3.77385,"N",0
-2.33619,"N",0
4.7631,"Y",1
4.77888,"Y",1
3.85617,"Y",1
0.44208,"Y",1
4.43079,"Y",1
2.89701,"Y",1
-3.48918,"N",0
-3.66342,"Y",1
2.29308,"Y",1
-2.11338,"N",0
-3.88851,"N",0
3.84258,"Y",1
-3.68628,"N",0
2.49792,"Y",1
3.85845,"Y",1
-1.52667,"Y",1
1.29708,"Y",1
-3.26586,"N",0
-3.88851,"N",0
-2.02764,"N",0
-1.6197,"N",0
-2.95731,"N",0
3.88179,"Y",1
4.30731,"Y",1
-1.01751,"Y",1
4.32966,"Y",1
3.72864,"N",0
-0.27042,"Y",1
-1.30803,"N",0
2.87223,"Y",1
0.50391,"N",0
-3.88851,"N",0
-3.07536,"Y",1
3.954,"Y",1
4.43079,"Y",1
3.89625,"Y",1
-1.49709,"N",0
1.55217,"Y",1
4.62729,"Y",1
4.64841,"Y",1
4.05,"Y",1
-3.99198,"N",0
-3.77385,"N",0
1.06467,"Y",1
4.32177,"Y",1
4.54965,"Y",1
-0.53265,"Y",1
4.38171,"Y",1
2.56275,"Y",1
3.66693,"Y",1
-3.78741,"N",0
3.9885,"Y",1
4.26135,"Y",1
4.14537,"Y",1
