resume_id,firstname,sex,race,call
1079,Ebony,female,black,0
1080,Jill,female,white,1
1081,Keisha,female,black,0
1082,Laurie,female,white,0
1083,Ebony,female,black,0
1084,Emily,female,white,0
1085,Laurie,female,white,0
1086,Tamika,female,black,0
1087,Jill,female,white,0
1088,Lakisha,female,black,0
1089,Latoya,female,black,0
1090,Laurie,female,white,0
1091,Anne,female,white,0
1092,Kenya,female,black,0
1093,Latoya,female,black,0
1094,Laurie,female,white,0
1095,Allison,female,white,0
1096,Jill,female,white,0
1097,Kenya,female,black,0
1098,Lakisha,female,black,0
1099,Kristen,female,white,0
1100,Latoya,female,black,0
1101,Sarah,female,white,0
1102,Tanisha,female,black,0
1103,Emily,female,white,0
1104,Jill,female,white,0
1105,Lakisha,female,black,0
1106,Latonya,female,black,0
1107,Neil,male,white,0
1108,Tyrone,male,black,0
1109,Allison,female,white,0
1110,Anne,female,white,0
1111,Kenya,female,black,0
1112,Tamika,female,black,0
1113,Kristen,female,white,1
1114,Tamika,female,black,0
1115,Anne,female,white,0
1116,Ebony,female,black,0
1117,Jill,female,white,0
1118,Tanisha,female,black,0
1119,Aisha,female,black,0
1120,Allison,female,white,0
1121,Latoya,female,black,0
1122,Laurie,female,white,0
1123,Allison,female,white,0
1124,Anne,female,white,0
1125,Latonya,female,black,0
1126,Latoya,female,black,0
1127,Ebony,female,black,0
1128,Jill,female,white,0
1129,Keisha,female,black,0
1130,Laurie,female,white,0
1131,Aisha,female,black,0
1132,Emily,female,white,0
1133,Jill,female,white,0
1134,Keisha,female,black,0
1135,Aisha,female,black,0
1136,Brendan,male,white,0
1137,Brendan,male,white,0
1138,Carrie,female,white,0
1139,Darnell,male,black,0
1140,Ebony,female,black,0
1141,Geoffrey,male,white,0
1142,Jamal,male,black,0
1143,Jamal,male,black,0
1144,Jay,male,white,0
1145,Jay,male,white,0
1146,Jermaine,male,black,0
1147,Jill,female,white,0
1148,Kareem,male,black,0
1149,Kristen,female,white,0
1150,Latoya,female,black,0
1151,Leroy,male,black,0
1152,Leroy,male,black,0
1153,Neil,male,white,0
1154,Rasheed,male,black,0
1155,Sarah,female,white,0
1156,Todd,male,white,0
1157,Todd,male,white,0
1158,Tremayne,male,black,0
1159,Allison,female,white,0
1160,Anne,female,white,0
1161,Latoya,female,black,0
1162,Tamika,female,black,0
1163,Latonya,female,black,0
1164,Laurie,female,white,1
1165,Meredith,female,white,1
1166,Tamika,female,black,1
1167,Emily,female,white,0
1168,Kenya,female,black,0
1169,Kristen,female,white,0
1170,Tanisha,female,black,0
1171,Ebony,female,black,0
1172,Emily,female,white,1
1173,Latoya,female,black,0
1174,Sarah,female,white,0
1175,Ebony,female,black,0
1176,Jill,female,white,0
1177,Kristen,female,white,0
1178,Tanisha,female,black,0
1179,Emily,female,white,0
1180,Kenya,female,black,0
1181,Sarah,female,white,0
1182,Tamika,female,black,0
1183,Ebony,female,black,0
1184,Kristen,female,white,0
1185,Laurie,female,white,0
1186,Tanisha,female,black,0
1187,Allison,female,white,1
1188,Ebony,female,black,0
1189,Kareem,male,black,0
1190,Neil,male,white,0
1191,Aisha,female,black,0
1192,Anne,female,white,0
1193,Ebony,female,black,0
1194,Jill,female,white,0
1195,Jill,female,white,0
1196,Keisha,female,black,0
1197,Lakisha,female,black,0
1198,Meredith,female,white,0
1199,Aisha,female,black,0
1200,Anne,female,white,0
1201,Carrie,female,white,0
1202,Kenya,female,black,0
1203,Aisha,female,black,0
1204,Emily,female,white,0
1205,Meredith,female,white,0
1206,Tanisha,female,black,0
1207,Aisha,female,black,0
1208,Allison,female,white,0
1209,Emily,female,white,0
1210,Kenya,female,black,0
1211,Allison,female,white,0
1212,Kristen,female,white,1
1213,Lakisha,female,black,1
1214,Tamika,female,black,1
1215,Aisha,female,black,0
1216,Emily,female,white,0
1217,Kristen,female,white,0
1218,Tanisha,female,black,0
1219,Aisha,female,black,0
1220,Carrie,female,white,0
1221,Meredith,female,white,0
1222,Tanisha,female,black,0
1223,Anne,female,white,0
1224,Jill,female,white,0
1225,Lakisha,female,black,0
1226,Tanisha,female,black,0
1227,Emily,female,white,0
1228,Latoya,female,black,0
1229,Meredith,female,white,0
1230,Tamika,female,black,0
1231,Allison,female,white,0
1232,Latonya,female,black,0
1233,Meredith,female,white,0
1234,Tamika,female,black,0
1235,Leroy,male,black,0
1236,Matthew,male,white,0
1237,Neil,male,white,0
1238,Tyrone,male,black,0
1239,Meredith,female,white,0
1240,Tanisha,female,black,0
1241,Carrie,female,white,0
1242,Emily,female,white,0
1243,Keisha,female,black,0
1244,Lakisha,female,black,0
1245,Allison,female,white,0
1246,Ebony,female,black,0
1247,Latoya,female,black,0
1248,Laurie,female,white,0
1249,Allison,female,white,0
1250,Anne,female,white,0
1251,Brad,male,white,0
1252,Brett,male,white,0
1253,Darnell,male,black,0
1254,Darnell,male,black,1
1255,Darnell,male,black,0
1256,Ebony,female,black,0
1257,Emily,female,white,0
1258,Geoffrey,male,white,0
1259,Geoffrey,male,white,0
1260,Jay,male,white,0
1261,Jermaine,male,black,0
1262,Jill,female,white,0
1263,Keisha,female,black,1
1264,Keisha,female,black,0
1265,Lakisha,female,black,0
1266,Latonya,female,black,0
1267,Latoya,female,black,0
1268,Meredith,female,white,0
1269,Meredith,female,white,0
1270,Neil,male,white,0
1271,Rasheed,male,black,0
1272,Todd,male,white,0
1273,Todd,male,white,0
1274,Tremayne,male,black,0
1275,Tyrone,male,black,0
1276,Tyrone,male,black,0
1277,Emily,female,white,0
1278,Lakisha,female,black,0
1279,Sarah,female,white,1
1280,Tanisha,female,black,0
1281,Allison,female,white,0
1282,Kenya,female,black,0
1283,Latonya,female,black,0
1284,Meredith,female,white,1
1285,Anne,female,white,0
1286,Ebony,female,black,0
1287,Emily,female,white,0
1288,Tamika,female,black,0
1289,Anne,female,white,0
1290,Kenya,female,black,0
1291,Latonya,female,black,0
1292,Sarah,female,white,0
1293,Ebony,female,black,0
1294,Kristen,female,white,0
1295,Laurie,female,white,0
1296,Tamika,female,black,0
1297,Allison,female,white,0
1298,Jill,female,white,0
1299,Kenya,female,black,0
1300,Lakisha,female,black,0
1301,Anne,female,white,1
1302,Emily,female,white,0
1303,Kenya,female,black,0
1304,Latoya,female,black,0
1305,Ebony,female,black,0
1306,Emily,female,white,0
1307,Jill,female,white,0
1308,Tamika,female,black,0
1309,Allison,female,white,1
1310,Hakim,male,black,1
1311,Jamal,male,black,1
1312,Jay,male,white,1
1313,Anne,female,white,0
1314,Emily,female,white,0
1315,Lakisha,female,black,0
1316,Latonya,female,black,0
1317,Anne,female,white,0
1318,Ebony,female,black,0
1319,Sarah,female,white,0
1320,Tanisha,female,black,0
1321,Laurie,female,white,0
1322,Tamika,female,black,0
1323,Emily,female,white,0
1324,Keisha,female,black,0
1325,Latoya,female,black,0
1326,Meredith,female,white,0
1327,Kristen,female,white,0
1328,Latoya,female,black,0
1329,Meredith,female,white,0
1330,Tanisha,female,black,0
1331,Anne,female,white,1
1332,Kenya,female,black,1
1333,Sarah,female,white,1
1334,Tanisha,female,black,1
1335,Carrie,female,white,0
1336,Emily,female,white,0
1337,Keisha,female,black,0
1338,Kenya,female,black,0
1339,Anne,female,white,0
1340,Emily,female,white,0
1341,Keisha,female,black,0
1342,Tanisha,female,black,0
1343,Emily,female,white,0
1344,Kenya,female,black,0
1345,Latonya,female,black,0
1346,Sarah,female,white,0
1347,Emily,female,white,0
1348,Latonya,female,black,0
1349,Latoya,female,black,0
1350,Sarah,female,white,0
1351,Emily,female,white,0
1352,Jill,female,white,0
1353,Lakisha,female,black,0
1354,Latonya,female,black,0
1355,Anne,female,white,0
1356,Ebony,female,black,0
1357,Latoya,female,black,0
1358,Meredith,female,white,0
1359,Allison,female,white,0
1360,Ebony,female,black,0
1361,Emily,female,white,0
1362,Latoya,female,black,0
1363,Anne,female,white,0
1364,Emily,female,white,0
1365,Keisha,female,black,0
1366,Tamika,female,black,0
1367,Jill,female,white,0
1368,Lakisha,female,black,0
1369,Sarah,female,white,0
1370,Tamika,female,black,0
1371,Carrie,female,white,1
1372,Lakisha,female,black,0
1373,Laurie,female,white,0
1374,Tanisha,female,black,0
1375,Aisha,female,black,0
1376,Aisha,female,black,0
1377,Aisha,female,black,0
1378,Anne,female,white,0
1379,Brad,male,white,0
1380,Brad,male,white,0
1381,Carrie,female,white,0
1382,Carrie,female,white,0
1383,Emily,female,white,0
1384,Geoffrey,male,white,0
1385,Hakim,male,black,0
1386,Jay,male,white,0
1387,Jermaine,male,black,0
1388,Keisha,female,black,0
1389,Kenya,female,black,0
1390,Kristen,female,white,0
1391,Kristen,female,white,0
1392,Kristen,female,white,0
1393,Lakisha,female,black,0
1394,Lakisha,female,black,0
1395,Latonya,female,black,0
1396,Latoya,female,black,0
1397,Leroy,male,black,0
1398,Matthew,male,white,0
1399,Matthew,male,white,0
1400,Neil,male,white,0
1401,Rasheed,male,black,0
1402,Sarah,female,white,0
1403,Todd,male,white,0
1404,Tremayne,male,black,0
1405,Tremayne,male,black,0
1406,Tyrone,male,black,0
1407,Latoya,female,black,1
1408,Meredith,female,white,1
1409,Sarah,female,white,1
1410,Tanisha,female,black,1
1411,Jill,female,white,1
1412,Kristen,female,white,0
1413,Tamika,female,black,0
1414,Tanisha,female,black,0
1415,Anne,female,white,0
1416,Ebony,female,black,0
1417,Lakisha,female,black,0
1418,Laurie,female,white,0
1419,Allison,female,white,0
1420,Emily,female,white,0
1421,Kenya,female,black,0
1422,Tamika,female,black,0
1423,Latonya,female,black,0
1424,Laurie,female,white,0
1425,Meredith,female,white,0
1426,Tamika,female,black,0
1427,Kristen,female,white,0
1428,Latonya,female,black,0
1429,Sarah,female,white,0
1430,Tanisha,female,black,0
1431,Allison,female,white,1
1432,Anne,female,white,0
1433,Lakisha,female,black,0
1434,Tamika,female,black,0
1435,Anne,female,white,1
1436,Emily,female,white,1
1437,Lakisha,female,black,0
1438,Latoya,female,black,0
1439,Carrie,female,white,0
1440,Ebony,female,black,0
1441,Laurie,female,white,0
1442,Tanisha,female,black,0
1443,Carrie,female,white,1
1444,Ebony,female,black,0
1445,Kristen,female,white,1
1446,Tanisha,female,black,0
1447,Jill,female,white,1
1448,Lakisha,female,black,1
1449,Aisha,female,black,0
1450,Anne,female,white,0
1451,Jill,female,white,0
1452,Tamika,female,black,0
1453,Aisha,female,black,0
1454,Allison,female,white,0
1455,Carrie,female,white,0
1456,Latoya,female,black,0
1457,Anne,female,white,0
1458,Emily,female,white,0
1459,Latoya,female,black,0
1460,Tamika,female,black,0
1461,Anne,female,white,0
1462,Emily,female,white,0
1463,Kenya,female,black,0
1464,Latoya,female,black,0
1465,Carrie,female,white,0
1466,Emily,female,white,0
1467,Keisha,female,black,0
1468,Tamika,female,black,0
1469,Anne,female,white,0
1470,Lakisha,female,black,0
1471,Latonya,female,black,0
1472,Meredith,female,white,0
1473,Anne,female,white,0
1474,Kenya,female,black,0
1475,Kristen,female,white,0
1476,Latoya,female,black,0
1477,Kristen,female,white,0
1478,Latoya,female,black,0
1479,Aisha,female,black,0
1480,Jill,female,white,0
1481,Kristen,female,white,0
1482,Lakisha,female,black,0
1483,Anne,female,white,0
1484,Kenya,female,black,0
1485,Kristen,female,white,0
1486,Tamika,female,black,0
1487,Allison,female,white,0
1488,Keisha,female,black,0
1489,Kenya,female,black,0
1490,Sarah,female,white,0
1491,Brendan,male,white,0
1492,Brett,male,white,0
1493,Jermaine,male,black,0
1494,Tyrone,male,black,0
1495,Jill,female,white,1
1496,Kenya,female,black,0
1497,Latoya,female,black,0
1498,Laurie,female,white,1
1499,Keisha,female,black,0
1500,Lakisha,female,black,0
1501,Laurie,female,white,0
1502,Sarah,female,white,0
1503,Emily,female,white,0
1504,Kenya,female,black,0
1505,Kenya,female,black,0
1506,Lakisha,female,black,0
1507,Laurie,female,white,0
1508,Sarah,female,white,0
1509,Anne,female,white,0
1510,Lakisha,female,black,0
1511,Latonya,female,black,0
1512,Meredith,female,white,0
1513,Ebony,female,black,0
1514,Kristen,female,white,0
1515,Latonya,female,black,0
1516,Meredith,female,white,0
1517,Aisha,female,black,0
1518,Aisha,female,black,0
1519,Aisha,female,black,0
1520,Brad,male,white,1
1521,Brad,male,white,0
1522,Brendan,male,white,0
1523,Brendan,male,white,0
1524,Brett,male,white,1
1525,Carrie,female,white,0
1526,Hakim,male,black,0
1527,Jay,male,white,0
1528,Kareem,male,black,0
1529,Kenya,female,black,1
1530,Kristen,female,white,0
1531,Lakisha,female,black,0
1532,Lakisha,female,black,0
1533,Latonya,female,black,1
1534,Leroy,male,black,0
1535,Leroy,male,black,0
1536,Matthew,male,white,0
1537,Matthew,male,white,0
1538,Neil,male,white,0
1539,Neil,male,white,0
1540,Neil,male,white,0
1541,Sarah,female,white,0
1542,Tremayne,male,black,0
1543,Tyrone,male,black,0
1544,Tyrone,male,black,0
1545,Anne,female,white,0
1546,Lakisha,female,black,0
1547,Latoya,female,black,0
1548,Sarah,female,white,1
1549,Aisha,female,black,0
1550,Anne,female,white,0
1551,Sarah,female,white,0
1552,Tanisha,female,black,0
1553,Carrie,female,white,0
1554,Ebony,female,black,0
1555,Kenya,female,black,0
1556,Kristen,female,white,0
1557,Aisha,female,black,0
1558,Allison,female,white,0
1559,Ebony,female,black,1
1560,Jill,female,white,0
1561,Allison,female,white,0
1562,Emily,female,white,1
1563,Latoya,female,black,0
1564,Tamika,female,black,1
1565,Aisha,female,black,0
1566,Carrie,female,white,1
1567,Jill,female,white,1
1568,Latonya,female,black,0
1569,Kenya,female,black,0
1570,Kristen,female,white,0
1571,Latoya,female,black,0
1572,Sarah,female,white,0
1573,Emily,female,white,0
1574,Jill,female,white,1
1575,Kenya,female,black,0
1576,Latoya,female,black,0
1577,Emily,female,white,1
1578,Kenya,female,black,0
1579,Lakisha,female,black,0
1580,Sarah,female,white,0
1581,Brad,male,white,1
1582,Hakim,male,black,1
1583,Todd,male,white,1
1584,Tremayne,male,black,1
1585,Anne,female,white,0
1586,Kenya,female,black,0
1587,Kristen,female,white,0
1588,Latonya,female,black,0
1589,Allison,female,white,0
1590,Keisha,female,black,1
1591,Kristen,female,white,0
1592,Tamika,female,black,0
1593,Jill,female,white,0
1594,Kristen,female,white,0
1595,Latoya,female,black,0
1596,Tamika,female,black,0
1597,Allison,female,white,0
1598,Latonya,female,black,0
1599,Meredith,female,white,0
1600,Tamika,female,black,0
1601,Aisha,female,black,0
1602,Emily,female,white,0
1603,Laurie,female,white,0
1604,Tanisha,female,black,0
1605,Jill,female,white,0
1606,Kenya,female,black,0
1607,Latonya,female,black,0
1608,Meredith,female,white,0
1609,Carrie,female,white,0
1610,Ebony,female,black,0
1611,Latonya,female,black,0
1612,Sarah,female,white,0
1613,Kristen,female,white,0
1614,Latoya,female,black,0
1615,Laurie,female,white,0
1616,Tamika,female,black,0
1617,Kenya,female,black,0
1618,Kristen,female,white,0
1619,Laurie,female,white,0
1620,Tamika,female,black,0
1621,Anne,female,white,0
1622,Ebony,female,black,0
1623,Jill,female,white,0
1624,Latonya,female,black,0
1625,Anne,female,white,0
1626,Kenya,female,black,0
1627,Latonya,female,black,0
1628,Meredith,female,white,0
1629,Anne,female,white,0
1630,Keisha,female,black,0
1631,Kristen,female,white,0
1632,Latonya,female,black,0
1633,Carrie,female,white,0
1634,Ebony,female,black,0
1635,Emily,female,white,0
1636,Tamika,female,black,0
1637,Brett,male,white,0
1638,Neil,male,white,0
1639,Rasheed,male,black,0
1640,Tyrone,male,black,0
1641,Brendan,male,white,0
1642,Jamal,male,black,0
1643,Aisha,female,black,0
1644,Allison,female,white,0
1645,Carrie,female,white,0
1646,Latoya,female,black,0
1647,Aisha,female,black,0
1648,Allison,female,white,0
1649,Jill,female,white,0
1650,Tamika,female,black,0
1651,Jill,female,white,0
1652,Keisha,female,black,0
1653,Kristen,female,white,0
1654,Tamika,female,black,0
1655,Allison,female,white,0
1656,Anne,female,white,0
1657,Brad,male,white,0
1658,Brett,male,white,0
1659,Ebony,female,black,0
1660,Emily,female,white,0
1661,Geoffrey,male,white,0
1662,Geoffrey,male,white,0
1663,Jay,male,white,0
1664,Kareem,male,black,0
1665,Kareem,male,black,0
1666,Keisha,female,black,0
1667,Keisha,female,black,0
1668,Kenya,female,black,0
1669,Kenya,female,black,0
1670,Kristen,female,white,0
1671,Laurie,female,white,0
1672,Laurie,female,white,0
1673,Leroy,male,black,0
1674,Leroy,male,black,0
1675,Leroy,male,black,0
1676,Matthew,male,white,0
1677,Meredith,female,white,0
1678,Rasheed,male,black,0
1679,Sarah,female,white,0
1680,Tanisha,female,black,0
1681,Tyrone,male,black,0
1682,Tyrone,male,black,0
1683,Carrie,female,white,0
1684,Laurie,female,white,0
1685,Tamika,female,black,0
1686,Tanisha,female,black,0
1687,Allison,female,white,1
1688,Ebony,female,black,0
1689,Emily,female,white,0
1690,Latoya,female,black,0
1691,Allison,female,white,0
1692,Emily,female,white,0
1693,Kenya,female,black,0
1694,Lakisha,female,black,0
1695,Carrie,female,white,1
1696,Latoya,female,black,1
1697,Sarah,female,white,1
1698,Tamika,female,black,0
1699,Aisha,female,black,0
1700,Anne,female,white,0
1701,Jill,female,white,0
1702,Latoya,female,black,1
1703,Ebony,female,black,0
1704,Emily,female,white,0
1705,Kristen,female,white,0
1706,Lakisha,female,black,0
1707,Anne,female,white,0
1708,Lakisha,female,black,0
1709,Sarah,female,white,0
1710,Tanisha,female,black,0
1711,Ebony,female,black,0
1712,Jill,female,white,1
1713,Kristen,female,white,1
1714,Tanisha,female,black,0
1715,Carrie,female,white,0
1716,Jill,female,white,1
1717,Keisha,female,black,0
1718,Lakisha,female,black,1
1719,Geoffrey,male,white,0
1720,Kenya,female,black,0
1721,Laurie,female,white,0
1722,Tamika,female,black,0
1723,Emily,female,white,0
1724,Latonya,female,black,0
1725,Laurie,female,white,0
1726,Tamika,female,black,0
1727,Allison,female,white,0
1728,Lakisha,female,black,0
1729,Lakisha,female,black,0
1730,Meredith,female,white,0
1731,Sarah,female,white,0
1732,Tanisha,female,black,0
1733,Allison,female,white,0
1734,Anne,female,white,0
1735,Ebony,female,black,0
1736,Latoya,female,black,0
1737,Aisha,female,black,0
1738,Anne,female,white,1
1739,Jill,female,white,0
1740,Tanisha,female,black,0
1741,Brendan,male,white,1
1742,Keisha,female,black,0
1743,Kenya,female,black,0
1744,Sarah,female,white,1
1745,Todd,male,white,0
1746,Tyrone,male,black,0
1747,Emily,female,white,0
1748,Latonya,female,black,0
1749,Jill,female,white,0
1750,Kenya,female,black,0
1751,Sarah,female,white,0
1752,Tanisha,female,black,0
1753,Jill,female,white,0
1754,Lakisha,female,black,0
1755,Latoya,female,black,0
1756,Neil,male,white,0
1757,Keisha,female,black,0
1758,Laurie,female,white,0
1759,Allison,female,white,0
1760,Ebony,female,black,0
1761,Emily,female,white,0
1762,Latonya,female,black,0
1763,Allison,female,white,0
1764,Jill,female,white,0
1765,Keisha,female,black,0
1766,Kristen,female,white,0
1767,Latoya,female,black,0
1768,Rasheed,male,black,0
1769,Aisha,female,black,0
1770,Allison,female,white,0
1771,Latoya,female,black,0
1772,Sarah,female,white,0
1773,Brendan,male,white,0
1774,Emily,female,white,0
1775,Keisha,female,black,0
1776,Kenya,female,black,0
1777,Lakisha,female,black,0
1778,Sarah,female,white,0
1779,Aisha,female,black,0
1780,Aisha,female,black,0
1781,Anne,female,white,0
1782,Carrie,female,white,0
1783,Emily,female,white,0
1784,Kenya,female,black,0
1785,Kenya,female,black,0
1786,Kristen,female,white,0
1787,Meredith,female,white,0
1788,Tanisha,female,black,0
1789,Allison,female,white,0
1790,Emily,female,white,0
1791,Kenya,female,black,0
1792,Tamika,female,black,0
1793,Brett,male,white,0
1794,Hakim,male,black,0
1795,Jill,female,white,0
1796,Jill,female,white,0
1797,Matthew,male,white,0
1798,Tamika,female,black,0
1799,Tanisha,female,black,0
1800,Tyrone,male,black,0
1801,Jill,female,white,0
1802,Tamika,female,black,0
1803,Anne,female,white,0
1804,Latonya,female,black,0
1805,Latoya,female,black,0
1806,Sarah,female,white,0
1807,Allison,female,white,0
1808,Ebony,female,black,0
1809,Emily,female,white,0
1810,Jill,female,white,0
1811,Kenya,female,black,0
1812,Laurie,female,white,0
1813,Tamika,female,black,0
1814,Tanisha,female,black,0
1815,Emily,female,white,1
1816,Kenya,female,black,1
1817,Lakisha,female,black,0
1818,Todd,male,white,0
1819,Aisha,female,black,0
1820,Jill,female,white,0
1821,Lakisha,female,black,0
1822,Matthew,male,white,0
1823,Lakisha,female,black,0
1824,Matthew,male,white,0
1825,Brad,male,white,0
1826,Tamika,female,black,0
1827,Anne,female,white,0
1828,Keisha,female,black,0
1829,Kristen,female,white,0
1830,Lakisha,female,black,0
1831,Allison,female,white,0
1832,Emily,female,white,0
1833,Sarah,female,white,0
1834,Tamika,female,black,0
1835,Tamika,female,black,0
1836,Tanisha,female,black,0
1837,Geoffrey,male,white,0
1838,Jill,female,white,0
1839,Keisha,female,black,0
1840,Kristen,female,white,0
1841,Tamika,female,black,0
1842,Tanisha,female,black,0
1843,Allison,female,white,0
1844,Anne,female,white,0
1845,Keisha,female,black,0
1846,Kristen,female,white,1
1847,Lakisha,female,black,0
1848,Latoya,female,black,0
1849,Carrie,female,white,0
1850,Keisha,female,black,0
1851,Kenya,female,black,0
1852,Leroy,male,black,0
1853,Neil,male,white,0
1854,Sarah,female,white,0
1855,Anne,female,white,0
1856,Emily,female,white,0
1857,Keisha,female,black,0
1858,Latonya,female,black,0
1859,Laurie,female,white,0
1860,Tanisha,female,black,0
1861,Allison,female,white,0
1862,Kenya,female,black,0
1863,Latonya,female,black,0
1864,Leroy,male,black,0
1865,Meredith,female,white,0
1866,Todd,male,white,0
1867,Kenya,female,black,0
1868,Todd,male,white,0
1869,Emily,female,white,0
1870,Latonya,female,black,0
1871,Laurie,female,white,0
1872,Tamika,female,black,0
1873,Allison,female,white,0
1874,Carrie,female,white,0
1875,Kristen,female,white,0
1876,Lakisha,female,black,0
1877,Latonya,female,black,0
1878,Tyrone,male,black,0
1879,Aisha,female,black,0
1880,Aisha,female,black,0
1881,Emily,female,white,0
1882,Emily,female,white,0
1883,Keisha,female,black,0
1884,Keisha,female,black,0
1885,Matthew,male,white,0
1886,Sarah,female,white,0
1887,Anne,female,white,0
1888,Brad,male,white,1
1889,Hakim,male,black,0
1890,Kenya,female,black,0
1891,Kenya,female,black,1
1892,Latoya,female,black,0
1893,Meredith,female,white,1
1894,Meredith,female,white,0
1895,Aisha,female,black,0
1896,Brad,male,white,0
1897,Brad,male,white,0
1898,Carrie,female,white,0
1899,Darnell,male,black,0
1900,Ebony,female,black,0
1901,Emily,female,white,0
1902,Geoffrey,male,white,0
1903,Greg,male,white,0
1904,Hakim,male,black,0
1905,Jamal,male,black,0
1906,Jill,female,white,0
1907,Keisha,female,black,0
1908,Kenya,female,black,0
1909,Latonya,female,black,0
1910,Latoya,female,black,0
1911,Leroy,male,black,0
1912,Matthew,male,white,1
1913,Matthew,male,white,0
1914,Matthew,male,white,0
1915,Matthew,male,white,0
1916,Rasheed,male,black,1
1917,Todd,male,white,0
1918,Tremayne,male,black,0
1919,Anne,female,white,0
1920,Kenya,female,black,0
1921,Meredith,female,white,0
1922,Tamika,female,black,0
1923,Anne,female,white,0
1924,Kenya,female,black,0
1925,Meredith,female,white,0
1926,Tamika,female,black,0
1927,Ebony,female,black,0
1928,Kristen,female,white,0
1929,Latonya,female,black,0
1930,Laurie,female,white,0
1931,Emily,female,white,0
1932,Jill,female,white,0
1933,Latoya,female,black,0
1934,Tanisha,female,black,0
1935,Keisha,female,black,1
1936,Kristen,female,white,1
1937,Sarah,female,white,0
1938,Tamika,female,black,1
1939,Emily,female,white,0
1940,Latoya,female,black,0
1941,Jill,female,white,0
1942,Lakisha,female,black,0
1943,Meredith,female,white,0
1944,Tanisha,female,black,0
1945,Anne,female,white,0
1946,Latoya,female,black,0
1947,Sarah,female,white,0
1948,Tanisha,female,black,0
1949,Jill,female,white,0
1950,Lakisha,female,black,0
1951,Laurie,female,white,1
1952,Tamika,female,black,1
1953,Allison,female,white,0
1954,Kenya,female,black,0
1955,Lakisha,female,black,0
1956,Laurie,female,white,0
1957,Allison,female,white,0
1958,Anne,female,white,0
1959,Ebony,female,black,0
1960,Kenya,female,black,0
1961,Ebony,female,black,1
1962,Jill,female,white,0
1963,Laurie,female,white,0
1964,Tamika,female,black,0
1965,Emily,female,white,0
1966,Keisha,female,black,0
1967,Kenya,female,black,0
1968,Sarah,female,white,0
1969,Hakim,male,black,0
1970,Leroy,male,black,1
1971,Neil,male,white,0
1972,Todd,male,white,0
1973,Jill,female,white,0
1974,Keisha,female,black,0
1975,Meredith,female,white,0
1976,Tamika,female,black,0
1977,Anne,female,white,0
1978,Ebony,female,black,1
1979,Jill,female,white,0
1980,Tamika,female,black,0
1981,Aisha,female,black,0
1982,Anne,female,white,0
1983,Kenya,female,black,0
1984,Kristen,female,white,0
1985,Aisha,female,black,0
1986,Brad,male,white,1
1987,Brendan,male,white,0
1988,Brendan,male,white,0
1989,Brett,male,white,0
1990,Carrie,female,white,0
1991,Ebony,female,black,0
1992,Geoffrey,male,white,0
1993,Jamal,male,black,0
1994,Jay,male,white,0
1995,Kareem,male,black,0
1996,Kenya,female,black,0
1997,Kenya,female,black,0
1998,Lakisha,female,black,0
1999,Neil,male,white,0
2000,Sarah,female,white,0
2001,Tanisha,female,black,0
2002,Todd,male,white,0
2003,Tyrone,male,black,0
2004,Tyrone,male,black,0
2005,Emily,female,white,0
2006,Lakisha,female,black,0
2007,Sarah,female,white,0
2008,Tanisha,female,black,0
2009,Jill,female,white,1
2010,Latonya,female,black,1
2011,Latoya,female,black,1
2012,Sarah,female,white,0
2013,Keisha,female,black,0
2014,Kristen,female,white,1
2015,Latoya,female,black,0
2016,Sarah,female,white,0
2017,Jill,female,white,0
2018,Leroy,male,black,0
2019,Meredith,female,white,0
2020,Tanisha,female,black,0
2021,Emily,female,white,0
2022,Latonya,female,black,0
2023,Laurie,female,white,0
2024,Tamika,female,black,0
2025,Ebony,female,black,0
2026,Emily,female,white,0
2027,Sarah,female,white,1
2028,Tamika,female,black,0
2029,Aisha,female,black,0
2030,Emily,female,white,0
2031,Kristen,female,white,0
2032,Tanisha,female,black,0
2033,Ebony,female,black,0
2034,Latonya,female,black,0
2035,Meredith,female,white,0
2036,Sarah,female,white,0
2037,Kristen,female,white,0
2038,Latonya,female,black,0
2039,Meredith,female,white,0
2040,Tamika,female,black,0
2041,Allison,female,white,0
2042,Anne,female,white,0
2043,Lakisha,female,black,0
2044,Tamika,female,black,0
2045,Allison,female,white,0
2046,Latonya,female,black,0
2047,Laurie,female,white,0
2048,Tamika,female,black,0
2049,Jill,female,white,0
2050,Kenya,female,black,0
2051,Sarah,female,white,0
2052,Tamika,female,black,0
2053,Anne,female,white,0
2054,Lakisha,female,black,0
2055,Sarah,female,white,0
2056,Tamika,female,black,0
2057,Emily,female,white,0
2058,Lakisha,female,black,0
2059,Latoya,female,black,0
2060,Meredith,female,white,0
2061,Aisha,female,black,0
2062,Brendan,male,white,0
2063,Brett,male,white,0
2064,Darnell,male,black,0
2065,Geoffrey,male,white,0
2066,Greg,male,white,0
2067,Jay,male,white,0
2068,Jermaine,male,black,0
2069,Jill,female,white,0
2070,Keisha,female,black,0
2071,Kristen,female,white,0
2072,Kristen,female,white,0
2073,Lakisha,female,black,0
2074,Laurie,female,white,0
2075,Leroy,male,black,0
2076,Leroy,male,black,0
2077,Leroy,male,black,0
2078,Matthew,male,white,0
2079,Neil,male,white,0
2080,Neil,male,white,0
2081,Tamika,female,black,0
2082,Tyrone,male,black,0
2083,Tyrone,male,black,0
2084,Tyrone,male,black,0
2085,Anne,female,white,0
